ID,RA_ICRS,DE_ICRS,Name,GaiaDR2,Distcat,VBURMG,SpTop,SpTnir,SpTph,plxlit,RP-W3,G-RP,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,gmagPS,rmagPS,imagPS,zmagPS,ymagPS,Gmag,FG,BPmag,FBP,RPmag,FRP,GaiaGest,plx,pmRA,pmDE,SimbadName,_RA.icrs,_DE.icrs
J0550+1610 ,87.53345279,16.18066947,WISEA J055007.94+161051.9,3.34833E+18,0.21,-    ,-       ,L2        ,-     ,       ,#VALUE!,#VALUE!,14.441,13.49,12.836,12.346,12.039,11.57,      ,21.443,19.138,17.594,16.569,19.503,298,      ,      ,      ,       ,19.374,49.12,249.57,-296.26,Gaia DR2 3348325893730781952,87.53233392,16.18194503
J0742+4126 ,115.6138607,41.43820151,SDSSJ074227.46+412620.8  ,9.23778E+17,0.22,-    ,L0      ,-         ,      ,       ,#VALUE!,1.639,14.78,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,19.346,344.3,21.144,48.2,17.707,663.6,19.515,19.47,-109.76,-211.66,Gaia DR2  923777719395757824,115.614491,41.43911283
J0753+2917 ,118.3834522,29.28613495,2MASS 07533217+2917119   ,8.75865E+17,0.07,-    ,L2      ,-         ,L3.5  ,       ,#VALUE!,#VALUE!,15.516,14.527,13.849,13.333,13.008,11.76,      ,22.079,19.953,18.509,17.523,20.407,129.5,      ,      ,      ,       ,20.257,22.41,-102.5,-107.94,Gaia DR2  875864782229178624,118.3839582,29.28659969
J0818+3310 ,124.5504337,33.18021993,2MASS 08181234+3310479   ,9.01685E+17,0.07,-    ,L0      ,L1.5      ,-     ,       ,#VALUE!,#VALUE!,15.985,15.368,15.063,14.343,14.092,12.666,      ,      ,20.493,18.972,17.972,20.922,80.6,      ,      ,      ,       ,20.944,14.17,-175.65,42.86,Gaia DR2  901684785582426496,124.5513373,33.18003539
J0830+2203 ,127.613437,22.06228671,SDSSJ083027.24+220345.0  ,6.6575E+17,0.14,-    ,L0      ,-         ,      ,       ,#VALUE!,1.708,15.66,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,20.341,137.7,21.123,49.1,18.633,282.9,20.395,16.77,-8.16,-82.16,Gaia DR2  665750201810233344,127.6134749,22.06264045
J0852+4219 ,133.0576716,42.32225652,SDSSJ085213.94+421921.3  ,9.12945E+17,0.15,-    ,L0      ,-         ,      ,       ,#VALUE!,1.684,15.64,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,20.306,142.2,21.252,43.6,18.622,285.7,20.375,17.45,-96.14,-84.06,Gaia DR2  912945193400545664,133.0582315,42.32261844
J0901+3818 ,135.4782406,38.31016846,SDSSJ090154.72+381837.5  ,7.19192E+17,0.1,-    ,L0      ,-         ,      ,       ,#VALUE!,1.664,15.31,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,20.028,183.7,20.872,61.9,18.364,362.5,20.045,17.3,34.19,-68.46,Gaia DR2  719191517802059520,135.478053,38.31046322
J0909-0658 ,137.4886871,-6.971773248,DENIS-P J0909-0658       ,5.75637E+18,0.08,-    ,L0      ,L0        ,-     ,42.5,#VALUE!,#VALUE!,13.89,13.09,12.539,12.232,11.987,11.206,      ,20.574,18.266,16.794,15.827,18.675,638.6,      ,      ,      ,       ,18.643,40.13,-189.08,17.19,Gaia DR2 5756372799418344960,137.4895073,-6.97184726
J0914+1057 ,138.5599948,10.95528222,ULAS J091414.39+105719.3 ,5.9191E+17,0.04,-    ,-       ,-         ,L0    ,       ,#VALUE!,#VALUE!,15.5,14.807,14.257,14.029,13.686,12.504,21.732,22.185,19.623,18.153,17.246,20.129,167.4,      ,      ,      ,       ,20.108,15.27,5.5,-31.31,Gaia DR2  591910093265196672,138.5599707,10.95541703
J0916+5124 ,139.2465165,51.41402589,SDSSJ091659.10+512450.4  ,1.01933E+18,0.2,-    ,L0      ,-         ,      ,       ,#VALUE!,1.878,14.41,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,19.219,387.1,21.594,31.8,17.341,929.5,19.145,21.3,31.19,-2.49,Gaia DR2 1019331254149755904,139.2463012,51.41403661
J0928-1603 ,142.1647035,-16.05343872,2MASSW J0928397-160312   ,5.6824E+18,0.1,-    ,L2      ,L2:       ,-     ,34.4,#VALUE!,#VALUE!,15.322,14.292,13.615,13.157,12.845,12.529,      ,      ,19.768,18.406,17.408,20.297,143.5,      ,      ,      ,       ,20.139,32.31,-162.45,26.59,Gaia DR2 5682395393653392128,142.1654314,-16.0535532
J0931+5442 ,142.9441526,54.70706415,SDSSJ093146.83+544227.1  ,1.02458E+18,0.21,-    ,L0      ,-         ,      ,       ,#VALUE!,1.689,16.08,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,20.632,105.3,21.295,41.9,18.943,212.5,20.815,10.06,-140.69,-122.05,Gaia DR2 1024580361315032320,142.9452011,54.70758963
J0959+3125 ,149.7876471,31.43261723,SDSSJ095908.97+312557.3  ,7.45029E+17,0.11,-    ,L0      ,-         ,      ,       ,#VALUE!,1.657,15.42,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,19.916,203.6,20.166,118.6,18.259,399.3,20.155,13.72,66.14,14.66,Gaia DR2  745029319499693568,149.7873133,31.43255411
J0959+3641 ,149.8196005,36.69924446,SDSSJ095916.66+364157.6  ,7.96722E+17,0.08,-    ,L0      ,-         ,      ,       ,#VALUE!,1.684,15.94,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,20.449,124.7,21.073,51.5,18.765,250.5,20.675,14.02,41.33,-27.39,Gaia DR2  796722274565321600,149.8193786,36.69936239
J1013-1356 ,153.2809132,-13.94367302,SSSPMJ10130734-1356204   ,3.75308E+18,0.39,-    ,sdM9.5  ,usdL0     ,      ,       ,#VALUE!,1.421,14.621,14.382,14.398,      ,      ,      ,      ,      ,      ,      ,      ,17.971,1221.4,20.365,98.7,16.55,1926.1,19.884,17.87,68.07,-1029.79,Gaia DR2 3753081236588280192,153.2806112,-13.9392392
J1024+6245 ,156.1497873,62.75368171,SDSSJ102436.10+624514.0  ,1.05225E+18,0.05,-    ,L0      ,-         ,      ,       ,#VALUE!,1.704,15.68,      ,      ,      ,      ,      ,21.917,21.576,21.462,      ,      ,20.424,127.6,21.157,47.6,18.72,261.1,20.241,12.45,-69,-49.08,Gaia DR2 1052245650122603776,156.1504362,62.75389303
J1047+4047 ,161.805701,40.44687174,LP213-068                ,7.7969E+17,4.48,-    ,M8.0+L0 ,-         ,      ,       ,#VALUE!,1.621,12.436,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,16.931,3183.2,20.182,116.9,15.31,6037.2,16.992,38.87,-301.3,-34.4,Gaia DR2  779689533779300736,161.8074056,40.44701984
J1101+5440 ,165.4498486,54.66915214,SDSSJ110148.04+544009.1  ,8.55694E+17,0.39,-    ,L0      ,-         ,      ,       ,#VALUE!,1.668,15.36,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,19.984,191.3,21.244,43.9,18.316,378.9,20.095,11.08,-33.49,3.29,Gaia DR2  855694340201773696,165.450098,54.66913798
J1130-0052 ,172.6466783,-0.874255843,SDSSJ113035.14-005225.7  ,3.79712E+18,0.16,-    ,L0      ,-         ,      ,       ,#VALUE!,1.651,15.12,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,19.565,281.3,21.586,32.1,17.914,548.4,19.855,15.36,45.07,-94.37,Gaia DR2 3797121006607660800,172.6464842,-0.873849528
J1154-3400 ,178.6750541,-34.01079146,2MASS 11544223-3400390   ,3.46665E+18,0.05,MG   ,L0      ,L0.5      ,-     ,       ,#VALUE!,#VALUE!,14.195,13.331,12.851,12.36,12.048,11.557,      ,      ,      ,      ,      ,19.15,412.4,      ,      ,      ,       ,18.923,26.06,-167.72,10.95,Gaia DR2 3466649768834035712,178.6759253,-34.0108386
J1212+6059 ,183.045274,60.99662536,SDSSJ121210.99+605948.0  ,1.58253E+18,0.38,-    ,L0      ,-         ,      ,       ,#VALUE!,1.696,14.87,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,19.575,278.9,21.402,38,17.879,566.5,19.605,13.96,-53.23,14.91,Gaia DR2 1582527910492327808,183.0457466,60.99656116
J1219+0154 ,184.8852186,1.908844198,ULAS J121932.54+015433.0 ,3.70098E+18,0.14,-    ,L1      ,          ,L0:   ,       ,#VALUE!,1.723,14.997,14.315,13.785,      ,      ,      ,      ,21.786,19.238,17.808,16.858,19.792,228.3,21.462,36,18.069,475.3,19.862,18.93,-87.9,-73.92,                            ,184.8855973,1.909162465
J1219+6541 ,184.9586277,65.69347185,SDSSJ121950.22+654136.5  ,1.68102E+18,0.06,-    ,L0      ,-         ,      ,       ,#VALUE!,1.752,15.61,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,20.305,142.3,20.869,62.1,18.553,304.5,20.345,13.87,-57.24,0.48,Gaia DR2 1681017832781354368,184.9592264,65.69346979
J1231+4050 ,187.8033161,40.84117982,SDSSJ123112.97+405027.9  ,1.53389E+18,0.23,-    ,L0      ,-         ,      ,       ,#VALUE!,1.636,15.24,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,19.759,235.4,21.389,38.5,18.123,452.3,19.975,15.2,-155.08,32.42,Gaia DR2 1533893010796907392,187.8041987,40.84104023
J1245+0156 ,191.3813059,1.941870547,ULAS J124531.54+015630.9 ,3.70249E+18,0.07,-    ,-       ,-         ,L0.5: ,       ,#VALUE!,1.879,15.833,15.143,14.624,      ,      ,      ,22.069,20.179,19.921,18.62,17.537,20.612,107.3,20.733,70.4,18.733,258.1,20.288,13.49,-62,-43.89,ULAS J124531.54+015630.9    ,191.381573,1.942059518
J1249+5413 ,192.3383034,54.22750638,SDSSJ124921.22+541340.1  ,1.57038E+18,0.05,-    ,L0      ,-         ,      ,       ,#VALUE!,1.654,14.83,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,19.523,292.5,21.829,25.6,17.869,571.6,19.565,21.17,-21.56,-86.28,Gaia DR2 1570382533253393536,192.3384622,54.22787786
J1256-6202 ,194.1710725,-62.03442252,VVVJ12564163-6202039     ,5.86312E+18,0.61,-    ,sdL7    ,-         ,      ,       ,#VALUE!,#VALUE!,16.1,15.89,15.72,      ,      ,      ,      ,      ,      ,      ,      ,20.75,94.4,      ,      ,      ,       ,22.195,14.94,-1129.81,21.29,Gaia DR2 5863122429178232704,194.1814459,-62.0345138
J1312+4931 ,198.0960274,49.52358276,SDSSJ131223.11+493126.3  ,1.55631E+18,0.14,-    ,L0      ,-         ,      ,       ,#VALUE!,1.716,16.2,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,20.808,89.6,21.771,27.1,19.092,185.3,20.935,11.93,-48.38,-104.68,Gaia DR2 1556314080113737856,198.0963483,49.52403347
J1327+0759 ,201.812722,7.99386703,2MASS 13271524+0759375   ,3.7197E+18,2.81,-    ,L1      ,L0.5      ,L2.5  ,       ,#VALUE!,#VALUE!,14.599,13.785,13.236,12.833,12.552,12.086,24.753,21.848,19.164,17.682,16.693,19.586,275.9,      ,      ,      ,       ,19.646,28.68,-195.77,21.52,Gaia DR2 3719698865272751616,201.8135731,7.993774374
J1341-3052 ,205.2984387,-30.88140055,2MASS 13411160-3052505   ,6.17489E+18,0.21,SB   ,L2::    ,L2.5:     ,-     ,       ,#VALUE!,#VALUE!,14.607,13.725,13.081,12.739,12.401,11.78,      ,20.649,19.072,17.688,16.723,19.544,286.8,      ,      ,      ,       ,19.536,36.56,5.61,-160.21,Gaia DR2 6174885824468076160,205.2984105,-30.88071075
J1428+3310 ,217.1783298,33.17451087,SDSSJ142843.13+331036.8  ,1.28731E+18,0.45,-    ,L0      ,-         ,      ,       ,#VALUE!,1.593,11.99,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,16.63,4201.3,19.805,165.5,15.037,7763.8,16.725,91,-346.76,-710.11,Gaia DR2 1287312100751643776,217.1801136,33.17756828
J1432+3636 ,218.2115917,36.61196028,SDSSJ143251.01+363643.6  ,1.48048E+18,0.14,-    ,L0      ,-         ,      ,       ,#VALUE!,1.653,14.3,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,18.951,495.4,21.056,52.3,17.298,967,19.035,20.62,-230.5,-50.87,Gaia DR2 1480484955032348288,218.2128281,36.6121793
J1439+4241 ,219.8549613,42.69518165,SDSSJ143925.23+424141.7  ,1.49299E+18,0.13,-    ,L0      ,-         ,      ,       ,#VALUE!,1.696,15.5,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,20.311,141.6,21.653,30.2,18.615,287.7,20.235,15.63,-20.79,74.86,Gaia DR2 1492994506844140160,219.8550831,42.69485934
J1442+6603 ,220.588302,66.05557528,G 239-25 B               ,1.66945E+18,0.25,VB   ,-       ,L0:       ,-     ,93.17,#VALUE!,#VALUE!,11.44,10.86,10.3,      ,      ,      ,      ,      ,      ,      ,      ,15.302,14270.1,      ,      ,      ,       ,16.284,91.71,-337.59,25.18,Gaia DR2 1669449084967072000,220.5918834,66.05546682
J1448+1031 ,222.1078084,10.53256311,2MASSW J1448256+103159   ,1.175E+18,0.27,-    ,L4:     ,L3.5      ,L6.5  ,       ,#VALUE!,#VALUE!,14.556,13.433,12.683,11.906,11.501,10.827,      ,21.656,19.612,17.841,16.802,19.835,219.5,      ,      ,      ,       ,19.476,71.25,223.13,-115.5,Gaia DR2 1175003649462887040,222.1068313,10.5330604
J1450+4617 ,222.5726409,46.29360339,SDSSJ145017.31+461739.3  ,1.58994E+18,0.25,-    ,L0      ,-         ,      ,       ,#VALUE!,1.673,15.51,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,20.113,169.8,20.982,56,18.44,337.8,20.245,13.93,88.16,-189.08,Gaia DR2 1589936389777069696,222.5720916,46.29441748
J1452+0931 ,223.0056343,9.52613054,ULAS J145201.33+093135.9 ,1.17409E+18,0.12,-    ,-       ,-         ,L0    ,       ,#VALUE!,#VALUE!,15.418,14.766,14.253,13.996,13.621,12.319,      ,21.952,19.657,18.162,17.236,20.108,170.7,      ,      ,      ,       ,20.168,21.64,21.63,-221.57,Gaia DR2 1174086386182157696,223.0055399,9.527084522
J1454+3718 ,223.6985414,37.30633401,SDSSJ145447.76+371823.1  ,1.29591E+18,0.07,-    ,L0      ,-         ,      ,       ,#VALUE!,1.677,16.27,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,20.781,91.8,21.413,37.6,19.104,183.3,21.005,13.99,-101.76,-28.75,Gaia DR2 1295913202254028160,223.6990922,37.30645779
J1506+1321 ,226.7216349,13.35162687,2MUCD 11291              ,1.18257E+18,0.76,-    ,L3      ,L4        ,-     ,       ,#VALUE!,#VALUE!,13.365,12.38,11.741,11.193,10.872,10.491,      ,      ,18.048,      ,15.492,18.369,847,      ,      ,      ,       ,18.452,85.58,-1071.04,-11.95,Gaia DR2 1182574753387703680,226.7263744,13.35167828
J1508+4339 ,227.1841177,43.66563914,SDSSJ150844.43+433955.5  ,1.3937E+18,0.09,-    ,L0      ,-         ,      ,       ,#VALUE!,1.598,16.28,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,20.895,82.7,20.926,58.9,19.297,153.5,21.015,10.29,-233.99,62.43,Gaia DR2 1393695176492692096,227.1855104,43.66537033
J1520-4422B,230.0054769,-44.37987306,WDSJ15200-4423B          ,6.00039E+18,0.42,-    ,-       ,L4.5      ,      ,       ,#VALUE!,#VALUE!,14.7,13.7,13.22,      ,      ,      ,      ,      ,      ,      ,      ,19.817,223.1,      ,      ,      ,       ,19.853,53.66,-643.04,-392.65,Gaia DR2 6000386835153463680,230.0093505,-44.37818242
J1523-0211 ,230.8516317,-2.192921804,SDSSJ152324.45-021133.9  ,4.41523E+18,0.08,-    ,L0      ,-         ,      ,       ,#VALUE!,1.638,15.61,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,20.274,146.5,21.556,33,18.636,282.2,20.345,14.11,-54.98,-42.77,Gaia DR2 4415225830533251968,230.8518686,-2.192737655
J1530+5147 ,232.5535202,51.78813689,2MASS 15301287+5147169   ,1.596E+18,0.15,-    ,L0      ,-         ,-     ,       ,#VALUE!,#VALUE!,15.047,14.313,13.737,13.455,13.166,13.016,22.069,21.334,19.195,17.736,16.807,19.697,249.2,      ,      ,      ,       ,19.733,19.24,-18.84,34.23,Gaia DR2 1596000814877433728,232.5536514,51.78798951
J1540+0102 ,235.0211681,1.035748533,ULAS J154005.10+010208.7 ,4.41689E+18,0.03,-    ,-       ,-         ,L0:   ,       ,#VALUE!,1.609,15.212,14.567,14.083,      ,      ,      ,21.879,21.597,19.353,17.871,16.955,19.851,216.3,21.334,40.5,18.242,405.4,19.837,14.84,-49.47,-15,Gaia DR2 4416887707998970752,235.0213811,1.035813116
J1610-0040 ,242.617293,-0.686958855,LSRJ1610-0040            ,4.40649E+18,0.67,-    ,L: sd   ,M6 sd?    ,-     ,31.02,#VALUE!,#VALUE!,12.911,12.302,12.019,11.637,11.537,11.088,      ,18.036,15.905,14.848,      ,16.595,4339.2,      ,      ,      ,       ,17.066,29.14,-777.34,-1234.83,LSRJ1610-0040               ,242.6206401,-0.681642225
J1633+0100 ,248.4802657,1.007979912,SDSSJ163355.23+010027.0  ,4.43172E+18,0.1,-    ,L0      ,-         ,      ,       ,#VALUE!,1.66,15.61,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,20.064,177.7,21.509,34.4,18.404,349.4,20.345,14.18,21.25,101.72,Gaia DR2 4431722563693865856,248.4801742,1.007541951
J1640+1231 ,250.1321298,12.51790375,2MASSJ16403197+1231068   ,4.46089E+18,0.09,-    ,esdL0   ,sdM8?     ,      ,       ,#VALUE!,1.558,15.946,15.605,15.52,      ,      ,      ,      ,      ,      ,      ,      ,19.867,213.1,21.035,53.3,18.309,381.2,20.857,10.15,-222.25,-134.9,Gaia DR2 4460894909281150208,250.13311,12.51848456
J1703+3558 ,255.7607379,35.97356398,SDSSJ170302.53+355824.2  ,1.33928E+18,0.07,-    ,L0      ,-         ,      ,       ,#VALUE!,1.675,15.07,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,19.577,278.4,21.502,34.6,17.902,554.4,19.805,17.08,43.09,37.55,Gaia DR2 1339277180644102272,255.7605087,35.9734023
J1711+4028 ,257.9415187,40.48307981,G 203-50 B               ,1.3419E+18,5.5,VB   ,-       ,L5p(blue) ,-     ,       ,#VALUE!,1.838,15.004,14.304,13.799,      ,      ,      ,      ,      ,      ,      ,      ,20.232,152.2,20.848,63.3,18.394,352.5,20.411,47.44,251.25,79.57,Gaia DR2 1341903196662424320,257.9400965,40.4827372
J1725+5325 ,261.4324782,53.42664871,2MASS 17254383+5325347   ,1.41627E+18,0.16,-    ,L1      ,M8        ,-     ,       ,#VALUE!,#VALUE!,15.163,14.619,14.211,13.992,13.729,13.141,24.03,21.404,18.629,17.371,16.687,19.268,370,      ,      ,      ,       ,19.839,12.83,-28.39,62.25,Gaia DR2 1416274124511372672,261.4326834,53.42638068
J1726-2737 ,261.6666582,-27.63471597,VVV J172640.2-273803     ,4.05997E+18,0.37,-    ,-       ,L5 p(blue),-     ,57,#VALUE!,1.734,13.403,12.659,12.225,      ,      ,      ,      ,20.218,17.897,16.359,15.444,18.233,960.1,20.208,114.1,16.499,2020,19.646,53.99,-544.45,-326.35,                            ,261.6693041,-27.63331083
J1733-1654 ,263.4264678,-16.91408691,DENIS-P J1733423-165449  ,4.1244E+18,0.05,-    ,L0.5:   ,L1        ,-     ,55.272,#VALUE!,1.742,13.528,12.805,12.35,      ,      ,      ,19.593,17.756,18.046,16.508,15.508,18.416,810.6,19.528,213.6,16.674,1717.9,18.021,55.32,71.18,-38.4,Gaia DR2 4124397553254685440,263.4261475,-16.91392158
J1750-0016 ,267.6016672,-0.269982034,2MASS 17502484-0016151   ,4.37161E+18,0.2,-    ,-       ,L5.5      ,-     ,108.78,#VALUE!,#VALUE!,13.294,12.411,11.849,11.182,10.906,10.287,      ,20.2,18.215,16.341,15.356,18.294,907.2,      ,      ,      ,       ,18.599,108.27,-397.15,197.92,Gaia DR2 4371611781971072768,267.6033772,-0.270834189
J1756-4805 ,269.2346969,-48.08587954,DENIS-P J1756561-480509  ,5.94777E+18,0.16,-    ,L0      ,-         ,-     ,47.039,#VALUE!,#VALUE!,13.409,12.709,12.19,11.876,11.626,11.061,      ,      ,      ,      ,      ,18.19,998.8,      ,      ,      ,       ,18.236,47.15,77.11,29.86,Gaia DR2 5947766235872922624,269.2341999,-48.08600811
J1800+0134 ,270.1111192,1.580817257,WISEP J180026.60+013453.1,4.46801E+18,0.26,-    ,-       ,L7.5      ,-     ,       ,#VALUE!,#VALUE!,14.298,13.12,12.421,11.543,11.073,9.977,      ,21.865,19.926,17.443,16.417,19.552,284.8,      ,      ,      ,       ,19.614,127.44,183.13,-382.81,Gaia DR2 4468009917744160000,270.1103304,1.582465467
J1826+3014 ,276.5344303,30.2356352,LSRJ182611.3+301419.1    ,4.58844E+18,1.27,-    ,sdL0    ,-         ,      ,       ,#VALUE!,1.594,11.659,11.175,10.811,      ,      ,      ,      ,      ,      ,      ,      ,15.945,7891.8,19.597,200.4,14.351,14602.5,16.632,90,-2290.54,-683.13,Gaia DR2 4588438567346043776,276.5458456,30.23857596
J1909-1937 ,287.2840202,-19.63068651,DENIS-P J1909081-193748  ,4.08399E+18,0.13,-    ,L1:     ,L1.5      ,-     ,       ,#VALUE!,1.66,14.52,13.543,12.915,12.467,12.208,      ,      ,21.287,19.072,17.606,16.668,19.488,302.1,21.356,39.6,17.828,593.9,19.345,45.24,-35.54,-155.64,Gaia DR2 4083994314834200960,287.2841827,-19.63001639
J1936-5502 ,294.0093914,-55.04355176,2MASS 19360187-5502322   ,6.64179E+18,0.15,-    ,L5:     ,L4        ,-     ,43.3,#VALUE!,#VALUE!,14.486,13.628,13.046,12.312,12.024,11.682,      ,      ,      ,      ,      ,19.642,262,      ,      ,      ,       ,19.641,45.04,200.73,-299.26,Gaia DR2 6641789348394399488,294.007883,-55.04226327
J2011-6201 ,302.988121,-62.02186429,2MASSJ20115649-6201127   ,6.44259E+18,0.07,-    ,-       ,sdM8      ,      ,       ,#VALUE!,1.585,15.566,15.099,14.572,      ,      ,      ,      ,      ,      ,      ,      ,19.7,248.4,21.984,22.2,18.115,456,20.242,12.85,317.07,-407.85,Gaia DR2 6442586188225229312,302.9852112,-62.02010824
