Gene Name,Chromosome,Start,End
gene:Rv0060,Chromosome,63909,64967
gene:Rv0061c,Chromosome,65012,65350
gene:Rv0062,Chromosome,65552,66694
gene:Rv0063,Chromosome,66923,68362
gene:Rv0064,Chromosome,68620,71559
gene:Rv0064A,Chromosome,71589,71828
gene:Rv0065,Chromosome,71821,72222
gene:Rv0066c,Chromosome,72274,74511
gene:Rv0067c,Chromosome,74629,75198
gene:Rv0068,Chromosome,75301,76212
gene:Rv0069c,Chromosome,76237,77622
gene:Rv0070c,Chromosome,77619,78896
gene:Rv0071,Chromosome,79486,80193
gene:Rv0072,Chromosome,80624,81673
gene:Rv0073,Chromosome,81676,82668
gene:Rv0074,Chromosome,82748,83983
gene:Rv0075,Chromosome,83996,85168
gene:Rv0076c,Chromosome,85183,85572
gene:Rv0077c,Chromosome,85636,86466
gene:Rv0078,Chromosome,86528,87133
gene:Rv0078A,Chromosome,87208,87801
gene:Rv0078B,Chromosome,87798,88004
gene:Rv0079,Chromosome,88204,89025
gene:Rv0080,Chromosome,89022,89480
gene:Rv0081,Chromosome,89575,89919
gene:Rv0082,Chromosome,89924,90403
gene:Rv0083,Chromosome,90400,92322
gene:Rv0084,Chromosome,92328,93278
gene:Rv0085,Chromosome,93289,93951
gene:Rv0086,Chromosome,93951,95417
gene:Rv0087,Chromosome,95414,96892
gene:Rv0088,Chromosome,96927,97601
gene:Rv0089,Chromosome,97758,98351
gene:Rv0090,Chromosome,98480,99250
gene:Rv0091,Chromosome,99684,100451
gene:Rv0092,Chromosome,100583,102868
gene:Rv0093c,Chromosome,102815,103663
gene:Rv0094c,Chromosome,103710,104663
gene:Rv0095c,Chromosome,104805,105215
gene:Rv0096,Chromosome,105324,106715
gene:Rv0097,Chromosome,106734,107603
gene:Rv0098,Chromosome,107600,108151
gene:Rv0099,Chromosome,108156,109778
gene:Rv0100,Chromosome,109783,110019
gene:Rv0101,Chromosome,110001,117539
gene:Rv0102,Chromosome,117714,119699
gene:Rv0103c,Chromosome,119915,122173
gene:Rv0104,Chromosome,122317,123831
gene:Rv0105c,Chromosome,123980,124264
gene:Rv0106,Chromosome,124374,125570
gene:Rv0107c,Chromosome,125643,130541
gene:Rv0108c,Chromosome,130895,131104
gene:Rv0109,Chromosome,131382,132872
gene:Rv0110,Chromosome,133020,133769
gene:Rv0111,Chromosome,133950,136007
gene:Rv0112,Chromosome,136289,137245
gene:Rv0113,Chromosome,137319,137909
gene:Rv0114,Chromosome,137941,138513
gene:Rv0115,Chromosome,138513,139673
gene:Rv0116c,Chromosome,140267,141022
gene:Rv0117,Chromosome,141200,142144
gene:Rv0118c,Chromosome,142128,143876
gene:Rv0119,Chromosome,144049,145626
gene:Rv0120c,Chromosome,145627,147771
gene:Rv0121c,Chromosome,147908,148342
gene:Rv0122,Chromosome,148491,148859
gene:Rv0123,Chromosome,148856,149224
gene:Rv0124,Chromosome,149533,150996
gene:Rv0125,Chromosome,151148,152215
gene:Rv0126,Chromosome,152324,154129
gene:Rv0127,Chromosome,154232,155599
gene:Rv0128,Chromosome,155667,156446
gene:Rv0129c,Chromosome,156578,157600
gene:Rv0130,Chromosome,157847,158302
gene:Rv0131c,Chromosome,158315,159658
gene:Rv0132c,Chromosome,159700,160782
gene:Rv0133,Chromosome,160869,161474
gene:Rv0134,Chromosome,161771,162673
gene:Rv0135c,Chromosome,162644,163249
gene:Rv0136,Chromosome,163366,164691
gene:Rv0137c,Chromosome,164712,165260
gene:Rv0138,Chromosome,165323,165826
gene:Rv0139,Chromosome,165827,166849
gene:Rv0140,Chromosome,166910,167290
gene:Rv0141c,Chromosome,167271,167681
gene:Rv0142,Chromosome,167711,168637
gene:Rv0143c,Chromosome,168704,170182
gene:Rv0144,Chromosome,170284,171126
gene:Rv0145,Chromosome,171215,172168
gene:Rv0146,Chromosome,172211,173143
gene:Rv0147,Chromosome,173238,174758
gene:Rv0148,Chromosome,174833,175693
gene:Rv0149,Chromosome,175700,176668
gene:Rv0150c,Chromosome,176665,176952
gene:Rv0151c,Chromosome,177543,179309
gene:Rv0152c,Chromosome,179319,180896
gene:Rv0153c,Chromosome,181155,181985
gene:Rv0154c,Chromosome,181987,183198
gene:Rv0155,Chromosome,183622,184722
gene:Rv0156,Chromosome,184723,185055
gene:Rv0157,Chromosome,185052,186479
gene:Rv0157A,Chromosome,186495,186623
gene:Rv0158,Chromosome,186785,187429
gene:Rv0159c,Chromosome,187433,188839
gene:Rv0160c,Chromosome,188931,190439
gene:Rv0161,Chromosome,190607,191956
gene:Rv0162c,Chromosome,191984,193135
gene:Rv0163,Chromosome,193117,193572
gene:Rv0164,Chromosome,193626,194111
gene:Rv0165c,Chromosome,194144,194815
gene:Rv0166,Chromosome,194993,196657
gene:Rv0167,Chromosome,196861,197658
gene:Rv0168,Chromosome,197660,198529
gene:Rv0169,Chromosome,198534,199898
gene:Rv0170,Chromosome,199895,200935
gene:Rv0171,Chromosome,200932,202479
gene:Rv0172,Chromosome,202476,204068
gene:Rv0173,Chromosome,204065,205237
gene:Rv0174,Chromosome,205231,206778
gene:Rv0175,Chromosome,206814,207455
gene:Rv0176,Chromosome,207452,208420
gene:Rv0177,Chromosome,208417,208971
gene:Rv0178,Chromosome,208938,209672
gene:Rv0179c,Chromosome,209703,210812
gene:Rv0180c,Chromosome,210892,212250
gene:Rv0181c,Chromosome,212277,213011
gene:Rv0182c,Chromosome,213028,214140
gene:Rv0183,Chromosome,214088,214927
gene:Rv0184,Chromosome,214969,215718
gene:Rv0185,Chromosome,215715,216224
gene:Rv0186,Chromosome,216269,218344
gene:Rv0186A,Chromosome,218390,218551
gene:Rv0187,Chromosome,218705,219367
gene:Rv0188,Chromosome,219486,219917
gene:Rv0189c,Chromosome,219996,221723
gene:Rv0190,Chromosome,221871,222161
gene:Rv0191,Chromosome,222289,223530
gene:Rv0192,Chromosome,223564,224664
gene:Rv0192A,Chromosome,223607,223909
gene:Rv0193c,Chromosome,224724,226571
gene:Rv0194,Chromosome,226878,230462
gene:Rv0195,Chromosome,230899,231534
gene:Rv0196,Chromosome,231647,232231
gene:Rv0197,Chromosome,232231,234519
gene:Rv0198c,Chromosome,234516,236507
gene:Rv0199,Chromosome,236550,237209
gene:Rv0200,Chromosome,237206,237895
gene:Rv0201c,Chromosome,237892,238395
gene:Rv0202c,Chromosome,238392,241292
gene:Rv0203,Chromosome,241514,241924
gene:Rv0204c,Chromosome,241976,243214
gene:Rv0205,Chromosome,243384,244487
gene:Rv0206c,Chromosome,244484,247318
gene:Rv0207c,Chromosome,247384,248112
gene:Rv0208c,Chromosome,248115,248906
gene:Rv0209,Chromosome,249038,250123
gene:Rv0210,Chromosome,250120,251598
gene:Rv0211,Chromosome,251782,253602
gene:Rv0212c,Chromosome,253669,254640
gene:Rv0213c,Chromosome,254637,255950
gene:Rv0214,Chromosome,256064,257677
gene:Rv0215c,Chromosome,257783,258856
gene:Rv0216,Chromosome,258913,259926
gene:Rv0217c,Chromosome,259923,260831
gene:Rv0218,Chromosome,260924,262252
gene:Rv0219,Chromosome,262254,262802
gene:Rv0220,Chromosome,262812,264023
gene:Rv0221,Chromosome,264067,265476
gene:Rv0222,Chromosome,265507,266295
gene:Rv0223c,Chromosome,266301,267764
gene:Rv0224c,Chromosome,267863,268627
gene:Rv0225,Chromosome,268663,269817
gene:Rv0226c,Chromosome,269834,271564
gene:Rv0227c,Chromosome,271574,272839
gene:Rv0228,Chromosome,273055,274278
gene:Rv0229c,Chromosome,274306,274986
gene:Rv0230c,Chromosome,274983,275963
gene:Rv0231,Chromosome,276058,277764
gene:Rv0232,Chromosome,277899,278588
gene:Rv0233,Chromosome,278585,279529
gene:Rv0234c,Chromosome,279605,281140
gene:Rv0235c,Chromosome,281166,282614
gene:Rv0236c,Chromosome,282649,286851
gene:Rv0236A,Chromosome,286898,287071
gene:Rv0237,Chromosome,287186,288352
gene:Rv0238,Chromosome,288428,289042
gene:Rv0239,Chromosome,289104,289337
gene:Rv0240,Chromosome,289345,289782
gene:Rv0241c,Chromosome,289812,290654
gene:Rv0242c,Chromosome,290665,292029
gene:Rv0243,Chromosome,292171,293493
gene:Rv0244c,Chromosome,293798,295633
gene:Rv0245,Chromosome,296005,296493
gene:Rv0246,Chromosome,296809,298119
gene:Rv0247c,Chromosome,298116,298862
gene:Rv0248c,Chromosome,298863,300803
gene:Rv0249c,Chromosome,300834,301655
gene:Rv0250c,Chromosome,301735,302028
gene:Rv0251c,Chromosome,302173,302652
gene:Rv0252,Chromosome,302866,305427
gene:Rv0253,Chromosome,305453,305809
gene:Rv0254c,Chromosome,305825,306349
gene:Rv0255c,Chromosome,306374,307858
gene:Rv0256c,Chromosome,307877,309547
gene:Rv0257,Chromosome,309699,310073
gene:Rv0258c,Chromosome,310294,310749
gene:Rv0259c,Chromosome,310774,311517
gene:Rv0260c,Chromosome,311514,312659
gene:Rv0261c,Chromosome,312759,314168
gene:Rv0262c,Chromosome,314309,314854
gene:Rv0263c,Chromosome,314864,315766
gene:Rv0264c,Chromosome,315783,316415
gene:Rv0265c,Chromosome,316511,317503
gene:Rv0266c,Chromosome,317525,321154
gene:Rv0267,Chromosome,321331,322722
gene:Rv0268c,Chromosome,322764,323273
gene:Rv0269c,Chromosome,323338,324531
gene:Rv0270,Chromosome,324567,326249
gene:Rv0271c,Chromosome,326266,328461
gene:Rv0272c,Chromosome,328575,329708
gene:Rv0273c,Chromosome,329705,330325
gene:Rv0274,Chromosome,330422,331003
gene:Rv0275c,Chromosome,330933,331658
gene:Rv0276,Chromosome,331748,332668
gene:Rv0277c,Chromosome,332708,333136
gene:Rv0278c,Chromosome,333437,336310
gene:Rv0279c,Chromosome,336560,339073
gene:Rv0280,Chromosome,339364,340974
gene:Rv0281,Chromosome,340998,341906
gene:Rv0282,Chromosome,342130,344025
gene:Rv0283,Chromosome,344022,345638
gene:Rv0284,Chromosome,345635,349627
gene:Rv0285,Chromosome,349624,349932
gene:Rv0286,Chromosome,349935,351476
gene:Rv0287,Chromosome,351525,351818
gene:Rv0288,Chromosome,351848,352138
gene:Rv0289,Chromosome,352149,353036
gene:Rv0290,Chromosome,353083,354501
gene:Rv0291,Chromosome,354498,355883
gene:Rv0292,Chromosome,355880,356875
gene:Rv0293c,Chromosome,356862,358064
gene:Rv0294,Chromosome,358171,358956
gene:Rv0295c,Chromosome,358945,359748
gene:Rv0296c,Chromosome,359758,361155
gene:Rv0297,Chromosome,361334,363109
gene:Rv0298,Chromosome,363252,363479
gene:Rv0299,Chromosome,363476,363778
gene:Rv0300,Chromosome,363826,364047
gene:Rv0301,Chromosome,364044,364469
gene:Rv0302,Chromosome,364605,365237
gene:Rv0303,Chromosome,365234,366142
gene:Rv0304c,Chromosome,366150,372764
gene:Rv0305c,Chromosome,372820,375711
gene:Rv0306,Chromosome,375914,376585
gene:Rv0307c,Chromosome,376573,377055
gene:Rv0308,Chromosome,377113,377829
gene:Rv0309,Chromosome,377931,378587
gene:Rv0310c,Chromosome,378657,379148
gene:Rv0311,Chromosome,379172,380401
gene:Rv0312,Chromosome,380556,382418
gene:Rv0313,Chromosome,382490,382876
gene:Rv0314c,Chromosome,382879,383541
gene:Rv0315,Chromosome,383602,384486
gene:Rv0316,Chromosome,384535,385149
gene:Rv0317c,Chromosome,385173,385943
gene:Rv0318c,Chromosome,386305,387099
gene:Rv0319,Chromosome,387148,387816
gene:Rv0320,Chromosome,387888,388550
gene:Rv0321,Chromosome,388582,389154
gene:Rv0322,Chromosome,389260,390591
gene:Rv0323c,Chromosome,390580,391251
gene:Rv0324,Chromosome,391352,392032
gene:Rv0325,Chromosome,392039,392263
gene:Rv0326,Chromosome,392273,392728
gene:Rv0327c,Chromosome,392696,394045
gene:Rv0328,Chromosome,394111,394713
gene:Rv0329c,Chromosome,394694,395320
gene:Rv0330c,Chromosome,395347,396087
gene:Rv0331,Chromosome,396201,397367
gene:Rv0332,Chromosome,397442,398227
gene:Rv0333,Chromosome,398254,398628
gene:Rv0334,Chromosome,398658,399524
gene:Rv0335c,Chromosome,399535,400050
gene:Rv0336,Chromosome,400192,401703
gene:Rv0337c,Chromosome,401873,403162
gene:Rv0338c,Chromosome,403193,405841
gene:Rv0339c,Chromosome,405950,408448
gene:Rv0340,Chromosome,408634,409173
gene:Rv0341,Chromosome,409362,410801
gene:Rv0342,Chromosome,410838,412760
gene:Rv0343,Chromosome,412757,414238
gene:Rv0344c,Chromosome,414381,414941
gene:Rv0345,Chromosome,415050,415460
gene:Rv0346c,Chromosome,415502,416965
gene:Rv0347,Chromosome,417304,418290
gene:Rv0348,Chromosome,418293,418946
gene:Rv0349,Chromosome,418949,419608
gene:Rv0350,Chromosome,419835,421712
gene:Rv0351,Chromosome,421709,422416
gene:Rv0352,Chromosome,422452,423639
gene:Rv0353,Chromosome,423639,424019
gene:Rv0354c,Chromosome,424269,424694
gene:Rv0355c,Chromosome,424777,434679
gene:Rv0356c,Chromosome,434830,435474
gene:Rv0357c,Chromosome,435471,436769
gene:Rv0358,Chromosome,436860,437507
gene:Rv0359,Chromosome,437518,438297
gene:Rv0360c,Chromosome,438302,438739
gene:Rv0361,Chromosome,438822,439649
gene:Rv0362,Chromosome,439871,441253
gene:Rv0363c,Chromosome,441265,442299
gene:Rv0364,Chromosome,442395,443078
gene:Rv0365c,Chromosome,443067,444197
gene:Rv0366c,Chromosome,444222,444815
gene:Rv0367c,Chromosome,444844,445233
gene:Rv0368c,Chromosome,445314,446525
gene:Rv0369c,Chromosome,446531,447046
gene:Rv0370c,Chromosome,447147,448043
gene:Rv0371c,Chromosome,448040,448633
gene:Rv0372c,Chromosome,448630,449385
gene:Rv0373c,Chromosome,449404,451803
gene:Rv0374c,Chromosome,451800,452279
gene:Rv0375c,Chromosome,452294,453154
gene:Rv0376c,Chromosome,453230,454372
gene:Rv0377,Chromosome,454421,455386
gene:Rv0378,Chromosome,455637,455858
gene:Rv0379,Chromosome,455977,456192
gene:Rv0380c,Chromosome,456268,456819
gene:Rv0381c,Chromosome,456915,457823
gene:Rv0382c,Chromosome,457841,458380
gene:Rv0383c,Chromosome,458461,459315
gene:Rv0384c,Chromosome,459456,462002
gene:Rv0385,Chromosome,462135,463307
gene:Rv0386,Chromosome,463411,466668
gene:Rv0387c,Chromosome,466672,467406
gene:Rv0388c,Chromosome,467459,468001
gene:Rv0389,Chromosome,468335,469594
gene:Rv0390,Chromosome,469591,470013
gene:Rv0391,Chromosome,470010,471230
gene:Rv0392c,Chromosome,471227,472639
gene:Rv0393,Chromosome,472781,474106
gene:Rv0394c,Chromosome,474122,474841
gene:Rv0395,Chromosome,474940,475344
gene:Rv0396,Chromosome,475350,475742
gene:Rv0397,Chromosome,475816,476184
gene:Rv0397A,Chromosome,476394,476642
gene:Rv0398c,Chromosome,476679,477320
gene:Rv0399c,Chromosome,477327,478556
gene:Rv0400c,Chromosome,478566,479753
gene:Rv0401,Chromosome,479789,480160
gene:Rv0402c,Chromosome,480355,483231
gene:Rv0403c,Chromosome,483228,483656
gene:Rv0404,Chromosome,483977,485734
gene:Rv0405,Chromosome,485731,489939
gene:Rv0406c,Chromosome,489887,490705
gene:Rv0407,Chromosome,490783,491793
gene:Rv0408,Chromosome,491786,493858
gene:Rv0409,Chromosome,493851,495008
gene:Rv0410c,Chromosome,495062,497314
gene:Rv0411c,Chromosome,497314,498300
gene:Rv0412c,Chromosome,498300,499619
gene:Rv0413,Chromosome,499713,500366
gene:Rv0414c,Chromosome,500350,501018
gene:Rv0415,Chromosome,501148,502170
gene:Rv0416,Chromosome,502167,502373
gene:Rv0417,Chromosome,502366,503124
gene:Rv0418,Chromosome,503496,504998
gene:Rv0419,Chromosome,505086,506582
gene:Rv0420c,Chromosome,506561,506971
gene:Rv0421c,Chromosome,507132,507761
gene:Rv0422c,Chromosome,507758,508555
gene:Rv0423c,Chromosome,508582,510225
gene:Rv0424c,Chromosome,510377,510652
gene:Rv0425c,Chromosome,510702,515321
gene:Rv0426c,Chromosome,515373,515816
gene:Rv0427c,Chromosome,516017,516892
gene:Rv0428c,Chromosome,516895,517803
gene:Rv0429c,Chromosome,517803,518396
gene:Rv0430,Chromosome,518733,519041
gene:Rv0431,Chromosome,519073,519567
gene:Rv0432,Chromosome,519600,520322
gene:Rv0433,Chromosome,520324,521454
gene:Rv0434,Chromosome,521514,522167
gene:Rv0435c,Chromosome,522347,524533
gene:Rv0436c,Chromosome,524530,525390
gene:Rv0437c,Chromosome,525387,526082
gene:Rv0438c,Chromosome,526143,527360
gene:Rv0439c,Chromosome,527379,528314
gene:Rv0440,Chromosome,528608,530230
gene:Rv0441c,Chromosome,530296,530724
gene:Rv0442c,Chromosome,530751,532214
gene:Rv0443,Chromosome,532396,532911
gene:Rv0444c,Chromosome,533091,533789
gene:Rv0445c,Chromosome,533833,534396
gene:Rv0446c,Chromosome,534445,535215
gene:Rv0447c,Chromosome,535224,536507
gene:Rv0448c,Chromosome,536504,537169
gene:Rv0449c,Chromosome,537229,538548
gene:Rv0450c,Chromosome,538588,541491
gene:Rv0451c,Chromosome,541488,541910
gene:Rv0452,Chromosome,542142,542852
gene:Rv0453,Chromosome,543174,544730
gene:Rv0454,Chromosome,544835,545185
gene:Rv0455c,Chromosome,545375,545821
gene:Rv0456c,Chromosome,545889,546803
gene:Rv0456A,Chromosome,547076,547357
gene:Rv0456B,Chromosome,547344,547517
gene:Rv0457c,Chromosome,547586,549607
gene:Rv0458,Chromosome,549675,551198
gene:Rv0459,Chromosome,551198,551689
gene:Rv0460,Chromosome,551749,551988
gene:Rv0461,Chromosome,552026,552550
gene:Rv0462,Chromosome,552614,554008
gene:Rv0463,Chromosome,554016,554309
gene:Rv0464c,Chromosome,554313,554885
gene:Rv0465c,Chromosome,554882,556306
gene:Rv0466,Chromosome,556458,557252
gene:Rv0467,Chromosome,557527,558813
gene:Rv0468,Chromosome,558895,559755
gene:Rv0469,Chromosome,559888,560748
gene:Rv0470c,Chromosome,560848,561711
gene:Rv0470A,Chromosome,561854,562294
gene:Rv0471c,Chromosome,562225,562713
gene:Rv0472c,Chromosome,562723,563427
gene:Rv0473,Chromosome,563564,564934
gene:Rv0474,Chromosome,565021,565443
gene:Rv0475,Chromosome,565797,566396
gene:Rv0476,Chromosome,566508,566771
gene:Rv0477,Chromosome,566776,567222
gene:Rv0478,Chromosome,567222,567896
gene:Rv0479c,Chromosome,567921,568967
gene:Rv0480c,Chromosome,568964,569806
gene:Rv0481c,Chromosome,569988,570512
gene:Rv0482,Chromosome,570539,571648
gene:Rv0483,Chromosome,571710,573065
gene:Rv0484c,Chromosome,573046,573801
gene:Rv0485,Chromosome,573984,575300
gene:Rv0486,Chromosome,575348,576790
gene:Rv0487,Chromosome,576787,577338
gene:Rv0488,Chromosome,577664,578269
gene:Rv0489,Chromosome,578426,579175
gene:Rv0490,Chromosome,579349,580581
gene:Rv0491,Chromosome,580809,581492
gene:Rv0492c,Chromosome,581489,583378
gene:Rv0492A,Chromosome,583375,583704
gene:Rv0493c,Chromosome,583701,584690
gene:Rv0494,Chromosome,584695,585423
gene:Rv0495c,Chromosome,585424,586314
gene:Rv0496,Chromosome,586394,587380
gene:Rv0497,Chromosome,587377,588309
gene:Rv0498,Chromosome,588325,589167
gene:Rv0499,Chromosome,589183,590058
gene:Rv0500,Chromosome,590083,590970
gene:Rv0500A,Chromosome,591111,591347
gene:Rv0500B,Chromosome,591475,591576
gene:Rv0501,Chromosome,591654,592784
gene:Rv0502,Chromosome,592791,593867
gene:Rv0503c,Chromosome,593871,594779
gene:Rv0504c,Chromosome,594802,595302
gene:Rv0505c,Chromosome,595464,596585
gene:Rv0506,Chromosome,596759,597202
gene:Rv0507,Chromosome,597199,600105
gene:Rv0508,Chromosome,600098,600391
gene:Rv0509,Chromosome,600441,601847
gene:Rv0510,Chromosome,601857,602786
gene:Rv0511,Chromosome,602819,604516
gene:Rv0512,Chromosome,604602,605591
gene:Rv0513,Chromosome,605604,606152
gene:Rv0514,Chromosome,606149,606448
gene:Rv0515,Chromosome,606551,608062
gene:Rv0516c,Chromosome,608059,608535
gene:Rv0517,Chromosome,608746,610056
gene:Rv0518,Chromosome,610188,610883
gene:Rv0519c,Chromosome,611172,612074
gene:Rv0520,Chromosome,612255,612605
gene:Rv0521,Chromosome,612598,612903
gene:Rv0522,Chromosome,613038,614342
gene:Rv0523c,Chromosome,614326,614721
gene:Rv0524,Chromosome,614835,616223
gene:Rv0525,Chromosome,616223,616831
gene:Rv0526,Chromosome,616846,617496
gene:Rv0527,Chromosome,617493,618272
gene:Rv0528,Chromosome,618305,619894
gene:Rv0529,Chromosome,619891,620865
gene:Rv0530,Chromosome,620907,622124
gene:Rv0530A,Chromosome,622121,622282
gene:Rv0531,Chromosome,622329,622646
gene:Rv0532,Chromosome,622793,624577
gene:Rv0533c,Chromosome,624473,625480
gene:Rv0534c,Chromosome,625562,626440
gene:Rv0535,Chromosome,626457,627251
gene:Rv0536,Chromosome,627248,628288
gene:Rv0537c,Chromosome,628298,629731
gene:Rv0538,Chromosome,630040,631686
gene:Rv0539,Chromosome,631743,632375
gene:Rv0540,Chromosome,632372,633034
gene:Rv0541c,Chromosome,633055,634404
gene:Rv0542c,Chromosome,634416,635504
gene:Rv0543c,Chromosome,635573,635875
gene:Rv0544c,Chromosome,635935,636213
gene:Rv0545c,Chromosome,636210,637463
gene:Rv0546c,Chromosome,637583,637969
gene:Rv0547c,Chromosome,638032,638916
gene:Rv0548c,Chromosome,639012,639956
gene:Rv0549c,Chromosome,640228,640641
gene:Rv0550c,Chromosome,640638,640904
gene:Rv0551c,Chromosome,641096,642811
gene:Rv0552,Chromosome,642889,644493
gene:Rv0553,Chromosome,644490,645470
gene:Rv0554,Chromosome,645467,646255
gene:Rv0555,Chromosome,646298,647962
gene:Rv0556,Chromosome,647959,648474
gene:Rv0557,Chromosome,648536,649672
gene:Rv0558,Chromosome,649689,650393
gene:Rv0559c,Chromosome,650407,650745
gene:Rv0560c,Chromosome,650779,651504
gene:Rv0561c,Chromosome,651529,652755
gene:Rv0562,Chromosome,652771,653778
gene:Rv0563,Chromosome,653879,654739
gene:Rv0564c,Chromosome,654924,655949
gene:Rv0565c,Chromosome,656010,657470
gene:Rv0566c,Chromosome,657548,658039
gene:Rv0567,Chromosome,658321,659340
gene:Rv0568,Chromosome,659450,660868
gene:Rv0569,Chromosome,661003,661269
gene:Rv0570,Chromosome,661295,663373
gene:Rv0571c,Chromosome,663487,664818
gene:Rv0572c,Chromosome,665042,665383
gene:Rv0573c,Chromosome,665851,667242
gene:Rv0574c,Chromosome,667252,668394
gene:Rv0575c,Chromosome,668579,669745
gene:Rv0576,Chromosome,669848,671152
gene:Rv0577,Chromosome,671166,671951
gene:Rv0578c,Chromosome,671996,675916
gene:Rv0579,Chromosome,676238,676996
gene:Rv0580c,Chromosome,677125,677616
gene:Rv0581,Chromosome,677710,677925
gene:Rv0582,Chromosome,677922,678329
gene:Rv0583c,Chromosome,678389,679075
gene:Rv0584,Chromosome,679229,681862
gene:Rv0585c,Chromosome,681885,684272
gene:Rv0586,Chromosome,684410,685132
gene:Rv0587,Chromosome,685129,685926
gene:Rv0588,Chromosome,685928,686815
gene:Rv0589,Chromosome,686821,688035
gene:Rv0590,Chromosome,688032,688859
gene:Rv0590A,Chromosome,688808,689062
gene:Rv0591,Chromosome,689059,690504
gene:Rv0592,Chromosome,690501,692027
gene:Rv0593,Chromosome,692024,693232
gene:Rv0594,Chromosome,693237,694787
gene:Rv0595c,Chromosome,694839,695231
gene:Rv0596c,Chromosome,695228,695485
gene:Rv0597c,Chromosome,695668,696903
gene:Rv0598c,Chromosome,697154,697567
gene:Rv0599c,Chromosome,697564,697800
gene:Rv0600c,Chromosome,697904,698410
gene:Rv0601c,Chromosome,698524,698994
gene:Rv0602c,Chromosome,699038,699799
gene:Rv0603,Chromosome,699856,700167
gene:Rv0604,Chromosome,700239,701189
gene:Rv0605,Chromosome,701406,702014
gene:Rv0606,Chromosome,702016,702759
gene:Rv0607,Chromosome,702813,703199
gene:Rv0608,Chromosome,703244,703489
gene:Rv0609,Chromosome,703486,703887
gene:Rv0609A,Chromosome,703830,704057
gene:Rv0610c,Chromosome,704752,705909
gene:Rv0611c,Chromosome,705961,706344
gene:Rv0612,Chromosome,706324,706929
gene:Rv0613c,Chromosome,706948,709515
gene:Rv0614,Chromosome,709356,710348
gene:Rv0615,Chromosome,710345,710587
gene:Rv0616c,Chromosome,710584,710850
gene:Rv0616A,Chromosome,710782,711009
gene:Rv0617,Chromosome,711006,711407
gene:Rv0618,Chromosome,711536,712231
gene:Rv0619,Chromosome,712174,712719
gene:Rv0620,Chromosome,712716,713807
gene:Rv0621,Chromosome,714202,715266
gene:Rv0622,Chromosome,715370,716317
gene:Rv0623,Chromosome,716410,716664
gene:Rv0624,Chromosome,716664,717059
gene:Rv0625c,Chromosome,717153,717893
gene:Rv0626,Chromosome,718025,718285
gene:Rv0627,Chromosome,718282,718689
gene:Rv0628c,Chromosome,718761,719912
gene:Rv0629c,Chromosome,720005,721732
gene:Rv0630c,Chromosome,721729,725013
gene:Rv0631c,Chromosome,725013,728306
gene:Rv0632c,Chromosome,728583,729278
gene:Rv0633c,Chromosome,729327,730166
